id,rank,overallRating,firstName,lastName,commonName,birthdate,height,skillMoves,weakFootAbility,preferredFoot,leagueName,weight,avatarUrl,shieldUrl,alternatePositions/0/id,alternatePositions/0/label,alternatePositions/0/shortLabel,alternatePositions/1/id,alternatePositions/1/label,alternatePositions/1/shortLabel,playerAbilities/0/id,playerAbilities/0/label,playerAbilities/0/description,playerAbilities/0/imageUrl,playerAbilities/0/type/id,playerAbilities/0/type/label,playerAbilities/1/id,playerAbilities/1/label,playerAbilities/1/description,playerAbilities/1/imageUrl,playerAbilities/1/type/id,playerAbilities/1/type/label,playerAbilities/2/id,playerAbilities/2/label,playerAbilities/2/description,playerAbilities/2/imageUrl,playerAbilities/2/type/id,playerAbilities/2/type/label,playerAbilities/3/id,playerAbilities/3/label,playerAbilities/3/description,playerAbilities/3/imageUrl,playerAbilities/3/type/id,playerAbilities/3/type/label,gender/id,gender/label,nationality/id,nationality/label,nationality/imageUrl,team/id,team/label,team/imageUrl,team/isPopular,position/id,position/shortLabel,position/label,position/positionType/id,position/positionType/name,stats/acceleration/value,stats/acceleration/diff,stats/agility/value,stats/agility/diff,stats/jumping/value,stats/jumping/diff,stats/stamina/value,stats/stamina/diff,stats/strength/value,stats/strength/diff,stats/aggression/value,stats/aggression/diff,stats/balance/value,stats/balance/diff,stats/ballControl/value,stats/ballControl/diff,stats/composure/value,stats/composure/diff,stats/crossing/value,stats/crossing/diff,stats/curve/value,stats/curve/diff,stats/def/value,stats/def/diff,stats/defensiveAwareness/value,stats/defensiveAwareness/diff,stats/dri/value,stats/dri/diff,stats/dribbling/value,stats/dribbling/diff,stats/finishing/value,stats/finishing/diff,stats/freeKickAccuracy/value,stats/freeKickAccuracy/diff,stats/gkDiving/value,stats/gkDiving/diff,stats/gkHandling/value,stats/gkHandling/diff,stats/gkKicking/value,stats/gkKicking/diff,stats/gkPositioning/value,stats/gkPositioning/diff,stats/gkReflexes/value,stats/gkReflexes/diff,stats/headingAccuracy/value,stats/headingAccuracy/diff,stats/interceptions/value,stats/interceptions/diff,stats/longPassing/value,stats/longPassing/diff,stats/longShots/value,stats/longShots/diff,stats/pac/value,stats/pac/diff,stats/pas/value,stats/pas/diff,stats/penalties/value,stats/penalties/diff,stats/phy/value,stats/phy/diff,stats/positioning/value,stats/positioning/diff,stats/reactions/value,stats/reactions/diff,stats/sho/value,stats/sho/diff,stats/shortPassing/value,stats/shortPassing/diff,stats/shotPower/value,stats/shotPower/diff,stats/slidingTackle/value,stats/slidingTackle/diff,stats/sprintSpeed/value,stats/sprintSpeed/diff,stats/standingTackle/value,stats/standingTackle/diff,stats/vision/value,stats/vision/diff,stats/volleys/value,stats/volleys/diff,alternatePositions/0,alternatePositions/2/id,alternatePositions/2/label,alternatePositions/2/shortLabel,playerAbilities/4/id,playerAbilities/4/label,playerAbilities/4/description,playerAbilities/4/imageUrl,playerAbilities/4/type/id,playerAbilities/4/type/label,playerAbilities/5/id,playerAbilities/5/label,playerAbilities/5/description,playerAbilities/5/imageUrl,playerAbilities/5/type/id,playerAbilities/5/type/label,team
240947,1218,78,Tyrick,Mitchell,,9/1/1999 12:00:00 AM,175,2,3,2,Premier League,66,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p240947.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/240947.png?width=265,16,Left Midfielder,LM,,,,trait1_4096,Whipped Pass,"Accurate, faster crosses with more curve",https://drop-assets.ea.com/images/FfTP29PWrRWZjEaiCCVoa/a1b345e4ae7023ed78b1efd68d28f392/Whipped_Pass.png,playStyle,Play Style,trait1_16384,Jockey,"Faster Sprint Jockey, better transition speed",https://drop-assets.ea.com/images/7lHjpOBSghE6Ywt1jgVv1C/21f9914d00f073d79d4b46cac71b9087/Jockey.png,playStyle,Play Style,trait1_32768,Block,Increased reach and success in blocking,https://drop-assets.ea.com/images/2Rlftzr8lqUdI29suCQVWe/43c6c36e8bd5fa26b88478d4354611a2/Block.png,playStyle,Play Style,trait1_131072,Anticipate,"Improved standing tackle success, possibility of stopping ball at feet",https://drop-assets.ea.com/images/4xPnUcL7thizFB7qmhlwUR/1ade7a0f77d5e875c2db869964540a35/Anticipate.png,playStyle,Play Style,0,Men's Football,14,England,https://drop-assets.ea.com/images/6ZM1OFXGUFeV0ZaYVKj2z/ae88ef17f8cb179fbc1c463f7e1e4bd8/f_14.png,1799,Crystal Palace,https://drop-assets.ea.com/images/6j7pLWl2t3yl13bu6Y9s5K/91a346d14011a610d95ec956816b6a38/l1799.png,false,7,LB,Left Back,defense,Defense,74,0,76,0,69,0,85,0,61,0,73,0,74,0,75,0,69,0,78,0,76,0,76,0,78,0,73,0,72,0,41,0,37,0,9,0,12,0,14,0,8,0,14,0,56,0,78,0,62,0,34,0,75,0,68,0,45,0,70,0,70,0,76,0,41,0,67,0,42,0,77,0,75,0,80,0,71,0,30,0,,,,,,,,,,,,,,,,,
246174,1219,78,Harvey,Elliott,,4/4/2003 12:00:00 AM,168,3,3,2,Premier League,64,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p246174.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/246174.png?width=265,14,Center Midfielder,CM,23,Right Wing,RW,trait1_1,Finesse Shot,Faster finesse shots with more curve and accuracy,https://drop-assets.ea.com/images/468u1R1p2k1fA6WBHi0OEn/fb9d49ed2a8fb500cd5a184937b96b34/Finesse_Shot.png,playStyle,Play Style,,,,,,,,,,,,,,,,,,,0,Men's Football,14,England,https://drop-assets.ea.com/images/6ZM1OFXGUFeV0ZaYVKj2z/ae88ef17f8cb179fbc1c463f7e1e4bd8/f_14.png,2,Aston Villa,https://drop-assets.ea.com/images/57c0ppYsEA88xL0gxqce8K/99605df97c6a96ea3b6e8a424c217af0/l2.png,false,18,CAM,Center Attacking Midfielder,midfielder,Midfielder,76,0,90,0,48,0,72,0,34,0,61,0,90,0,79,0,78,0,77,0,71,0,53,0,52,0,81,0,81,0,64,0,62,0,10,0,10,0,6,0,14,0,7,0,40,0,54,0,72,0,80,0,72,0,77,0,59,0,50,0,80,0,75,0,70,0,79,0,78,0,48,0,69,0,58,0,80,0,62,0,,,,,,,,,,,,,,,,,
258437,1220,78,Emanuel,Emegha,,2/3/2003 12:00:00 AM,195,3,5,2,Ligue 1 McDonald's,82,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p258437.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/258437.png?width=265,,,,,,,trait1_64,Low Driven Shot,"Enhances a player's ability to execute low driven shots with increased accuracy, faster ball travel, and quicker shot execution.",https://drop-assets.ea.com/images/1NfyWsEpQ7s9bhWWt92lbn/5b5dbeb0e55c2e9241cdc26c70ee2d2c/Low_Driven_Shot.png,playStyle,Play Style,trait1_128,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,https://drop-assets.ea.com/images/2v8I0GQrtREaEJzJcyStKe/e46d719e4e5ed88ac5a1f671c7448f4a/Gamechanger.png,playStyle,Play Style,trait1_536870912,Enforcer,Performs dribble Shoulder Challenges and Shielding with increased effectiveness.,https://drop-assets.ea.com/images/2sNQz8b9dgV0hW8vl7oOvV/d7a503dbd4c73b232055b3ca06aa88eb/Enforcer.png,playStyle,Play Style,,,,,,,0,Men's Football,34,Holland,https://drop-assets.ea.com/images/7LmdSUm2Ge4fzqcz0NElvq/d272142c80713dcf0e5ec0a47232aeee/f_34.png,76,Strasbourg,https://drop-assets.ea.com/images/5ujpJkozlZbo3FNV0Fi84H/d39ffa173bd150d5f10bcfe3392abe54/l76.png,false,25,ST,Striker,attack,Attack,81,0,69,0,92,0,84,0,82,0,64,0,42,0,76,0,75,0,47,0,63,0,31,0,26,0,70,0,69,0,79,0,53,0,11,0,10,0,12,0,10,0,6,0,77,0,35,0,49,0,69,0,89,0,58,0,68,0,79,0,82,0,77,0,76,0,65,0,78,0,23,0,95,0,21,0,64,0,74,0,,,,,,,,,,,,,,,,,
264238,1221,78,Diego,López Noguerol,Diego López,5/13/2002 12:00:00 AM,172,3,4,1,LALIGA EA SPORTS,63,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p264238.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/264238.png?width=265,12,Right Midfielder,RM,27,Left Wing,LW,trait1_64,Low Driven Shot,"Enhances a player's ability to execute low driven shots with increased accuracy, faster ball travel, and quicker shot execution.",https://drop-assets.ea.com/images/1NfyWsEpQ7s9bhWWt92lbn/5b5dbeb0e55c2e9241cdc26c70ee2d2c/Low_Driven_Shot.png,playStyle,Play Style,trait1_2097152,Rapid,"Higher sprint speed while dribbling, reduced error on knock-ons",https://drop-assets.ea.com/images/1aGsvwKyIFlRG1eoJSS0Ot/a4d3d661ff962795a632fe86439d2146/Rapid.png,playStyle,Play Style,,,,,,,,,,,,,0,Men's Football,45,Spain,https://drop-assets.ea.com/images/Kv8okAYMsDbB3ZKbxrAXw/9d30c88d16a4c85002f35c6af412c6f7/f_45.png,461,Valencia CF,https://drop-assets.ea.com/images/3rBiULK7uv6Uim0qpaPGXG/123be59c7edf775fa3df08effc267f43/l461.png,false,16,LM,Left Midfielder,midfielder,Midfielder,80,0,76,0,72,0,75,0,60,0,47,0,73,0,78,0,63,0,74,0,65,0,37,0,41,0,76,0,77,0,80,0,52,0,14,0,15,0,13,0,14,0,12,0,59,0,35,0,68,0,70,0,81,0,72,0,65,0,62,0,80,0,77,0,75,0,75,0,72,0,30,0,81,0,30,0,75,0,65,0,,,,,,,,,,,,,,,,,
196978,1223,78,Callum,Wilson,,2/27/1992 12:00:00 AM,180,3,3,1,Premier League,66,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p196978.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/196978.png?width=250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Men's Football,14,England,https://drop-assets.ea.com/images/6ZM1OFXGUFeV0ZaYVKj2z/ae88ef17f8cb179fbc1c463f7e1e4bd8/f_14.png,19,West Ham,https://drop-assets.ea.com/images/60X4vXPDgGISHaqyOdUGkg/c7def9840658d49d646e4895e9e04e94/l19.png,false,25,ST,Striker,attack,Attack,73,0,69,0,83,0,45,0,70,0,75,0,70,0,78,0,80,0,61,0,63,0,42,0,39,0,76,0,76,0,80,0,52,0,10,0,15,0,8,0,10,0,6,0,79,0,40,0,62,0,74,0,73,0,67,0,87,0,65,0,81,0,78,0,79,0,73,0,80,0,27,0,73,0,40,0,69,0,78,0,,,,,,,,,,,,,,,,,
202652,1224,78,Raheem,Sterling,,12/8/1994 12:00:00 AM,172,4,3,1,Premier League,69,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p202652.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/202652.png?width=265,16,Left Midfielder,LM,12,Right Midfielder,RM,trait1_1,Finesse Shot,Faster finesse shots with more curve and accuracy,https://drop-assets.ea.com/images/468u1R1p2k1fA6WBHi0OEn/fb9d49ed2a8fb500cd5a184937b96b34/Finesse_Shot.png,playStyle,Play Style,trait1_2097152,Rapid,"Higher sprint speed while dribbling, reduced error on knock-ons",https://drop-assets.ea.com/images/1aGsvwKyIFlRG1eoJSS0Ot/a4d3d661ff962795a632fe86439d2146/Rapid.png,playStyle,Play Style,trait1_33554432,Quick Step,Faster acceleration during Explosive Sprint,https://drop-assets.ea.com/images/1xG25Zp3wvkLA5YewKiZah/f27f5fabd1e899fc0bbb817d2db233b1/Quick_Step.png,playStyle,Play Style,,,,,,,0,Men's Football,14,England,https://drop-assets.ea.com/images/6ZM1OFXGUFeV0ZaYVKj2z/ae88ef17f8cb179fbc1c463f7e1e4bd8/f_14.png,5,Chelsea,https://drop-assets.ea.com/images/6T0vfhzb3y9R6YVtmVwYcD/b99723a87536e30979c7cbdb8bba9310/l5.png,false,27,LW,Left Wing,attack,Attack,86,0,91,0,59,0,52,0,44,0,52,0,92,0,79,0,76,0,75,0,79,0,42,0,38,0,82,0,82,0,75,0,78,0,15,0,12,0,12,0,15,0,9,0,48,0,38,0,68,0,72,0,82,0,74,0,70,0,48,0,77,0,76,0,74,0,75,0,77,0,40,0,78,0,48,0,74,0,65,0,,,,,,,,,,,,,,,,,
238756,1226,78,Jørgen Strand,Larsen,,2/6/2000 12:00:00 AM,194,3,3,1,Premier League,79,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p238756.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/238756.png?width=250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Men's Football,36,Norway,https://drop-assets.ea.com/images/kyD8KeqfkpF4AODggVj9z/999272a9ed21faa0d79c9ed626b89ec2/f_36.png,110,Wolves,https://drop-assets.ea.com/images/3DIKyPF6XcAgIrI3Wv0UBo/4b26ac5525105f84de13860ebe177633/l110.png,false,25,ST,Striker,attack,Attack,72,0,55,0,87,0,84,0,86,0,72,0,58,0,78,0,73,0,45,0,57,0,32,0,29,0,70,0,69,0,82,0,55,0,7,0,14,0,14,0,8,0,9,0,75,0,26,0,54,0,79,0,75,0,62,0,69,0,83,0,82,0,79,0,79,0,73,0,76,0,23,0,78,0,27,0,70,0,74,0,,,,,,,,,,,,,,,,,
243558,1227,78,Óscar Valentín,Martín Luengo,Óscar Valentín,8/20/1994 12:00:00 AM,177,2,3,1,LALIGA EA SPORTS,72,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p243558.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/243558.png?width=265,14,Center Midfielder,CM,,,,trait1_524288,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,https://drop-assets.ea.com/images/3rsDbUXd3MZX39YTsk6lKe/404db89f2237eeb7466668a730c52a4b/Aerial_Fortress.png,playStyle,Play Style,trait1_268435456,Bruiser,Stronger physical tackles,https://drop-assets.ea.com/images/7euMJ2jVypFrFPQesWuGGm/14019168b12faac1584a2920d5c2d5d9/Bruiser.png,playStyle,Play Style,,,,,,,,,,,,,0,Men's Football,45,Spain,https://drop-assets.ea.com/images/Kv8okAYMsDbB3ZKbxrAXw/9d30c88d16a4c85002f35c6af412c6f7/f_45.png,480,Rayo Vallecano,https://drop-assets.ea.com/images/3SSzCmmavBBvrdJVySdnrm/f51360f07320e2dba9520037d3789543/l480.png,false,10,CDM,Center Defensive Midfielder,midfielder,Midfielder,64,0,63,0,72,0,82,0,71,0,82,0,69,0,74,0,70,0,54,0,55,0,76,0,76,0,68,0,64,0,35,0,41,0,11,0,8,0,13,0,10,0,8,0,63,0,78,0,73,0,64,0,64,0,67,0,40,0,76,0,65,0,76,0,50,0,77,0,72,0,78,0,64,0,79,0,69,0,35,0,,,,,,,,,,,,,,,,,
253444,1228,78,Arnaud,Kalimuendo,,1/20/2002 12:00:00 AM,175,3,3,1,Premier League,79,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p253444.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/253444.png?width=265,,,,,,,trait1_64,Low Driven Shot,"Enhances a player's ability to execute low driven shots with increased accuracy, faster ball travel, and quicker shot execution.",https://drop-assets.ea.com/images/1NfyWsEpQ7s9bhWWt92lbn/5b5dbeb0e55c2e9241cdc26c70ee2d2c/Low_Driven_Shot.png,playStyle,Play Style,,,,,,,,,,,,,,,,,,,0,Men's Football,18,France,https://drop-assets.ea.com/images/3ECAQzhfgSLWRf9IIHB6G8/7e235a7b2f93c1f73db7f89dc03b3657/f_18.png,14,Nott'm Forest,https://drop-assets.ea.com/images/60CgBQCMt7Dtcjip9xUxg8/5fa49387c380bf4772138b215ef4fd85/l14.png,false,25,ST,Striker,attack,Attack,82,0,75,0,85,0,73,0,72,0,64,0,86,0,78,0,79,0,57,0,67,0,29,0,32,0,78,0,78,0,81,0,56,0,9,0,12,0,9,0,14,0,8,0,72,0,23,0,54,0,78,0,80,0,63,0,78,0,71,0,80,0,77,0,80,0,69,0,79,0,17,0,78,0,21,0,68,0,75,0,,,,,,,,,,,,,,,,,
256325,1229,78,Josip,Šutalo,,2/28/2000 12:00:00 AM,185,2,3,1,Eredivisie,82,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p256325.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/256325.png?width=265,,,,,,,trait1_65536,Intercept,Increased reach and possession retention in interceptions,https://drop-assets.ea.com/images/5ysv7Iw8jDHl7sp1JXqIa7/d34004fed8c95bde083dcf8257391a70/Intercept.png,playStyle,Play Style,trait1_131072,Anticipate,"Improved standing tackle success, possibility of stopping ball at feet",https://drop-assets.ea.com/images/4xPnUcL7thizFB7qmhlwUR/1ade7a0f77d5e875c2db869964540a35/Anticipate.png,playStyle,Play Style,,,,,,,,,,,,,0,Men's Football,10,Croatia,https://drop-assets.ea.com/images/4ZYNK06L8ZkJTrdtSby4NW/eb42cc852fc74ea3d3f5b8904fb5194f/f_10.png,,,,,5,CB,Center Back,defense,Defense,75,0,62,0,88,0,71,0,87,0,71,0,48,0,77,0,79,0,45,0,29,0,78,0,78,0,72,0,73,0,27,0,22,0,8,0,15,0,7,0,11,0,14,0,74,0,83,0,75,0,29,0,77,0,62,0,39,0,80,0,37,0,77,0,32,0,74,0,43,0,76,0,79,0,78,0,64,0,26,0,,,,,,,,,,,,,,,,,
266032,1230,78,Jamie,Gittens,,8/8/2004 12:00:00 AM,179,4,4,1,Premier League,77,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p266032.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/266032.png?width=265,27,Left Wing,LW,,,,trait1_2097152,Rapid,"Higher sprint speed while dribbling, reduced error on knock-ons",https://drop-assets.ea.com/images/1aGsvwKyIFlRG1eoJSS0Ot/a4d3d661ff962795a632fe86439d2146/Rapid.png,playStyle,Play Style,trait1_33554432,Quick Step,Faster acceleration during Explosive Sprint,https://drop-assets.ea.com/images/1xG25Zp3wvkLA5YewKiZah/f27f5fabd1e899fc0bbb817d2db233b1/Quick_Step.png,playStyle,Play Style,,,,,,,,,,,,,0,Men's Football,14,England,https://drop-assets.ea.com/images/6ZM1OFXGUFeV0ZaYVKj2z/ae88ef17f8cb179fbc1c463f7e1e4bd8/f_14.png,5,Chelsea,https://drop-assets.ea.com/images/6T0vfhzb3y9R6YVtmVwYcD/b99723a87536e30979c7cbdb8bba9310/l5.png,false,16,LM,Left Midfielder,midfielder,Midfielder,94,0,90,0,64,0,79,0,54,0,43,0,87,0,80,0,73,0,69,0,72,0,27,0,26,0,84,0,87,0,75,0,44,0,6,0,5,0,12,0,7,0,8,0,42,0,29,0,57,0,68,0,92,0,66,0,53,0,59,0,77,0,77,0,73,0,71,0,79,0,30,0,90,0,22,0,64,0,65,0,,,,,,,,,,,,,,,,,
222104,1231,78,Tosin,Adarabioyo,,9/24/1997 12:00:00 AM,197,2,3,1,Premier League,80,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p222104.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/222104.png?width=250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Men's Football,14,England,https://drop-assets.ea.com/images/6ZM1OFXGUFeV0ZaYVKj2z/ae88ef17f8cb179fbc1c463f7e1e4bd8/f_14.png,5,Chelsea,https://drop-assets.ea.com/images/6T0vfhzb3y9R6YVtmVwYcD/b99723a87536e30979c7cbdb8bba9310/l5.png,false,5,CB,Center Back,defense,Defense,63,0,42,0,84,0,68,0,84,0,78,0,35,0,75,0,77,0,43,0,53,0,78,0,78,0,64,0,62,0,40,0,33,0,14,0,11,0,11,0,8,0,9,0,76,0,77,0,73,0,54,0,70,0,63,0,37,0,79,0,35,0,76,0,46,0,77,0,60,0,77,0,76,0,80,0,60,0,30,0,,,,,,,,,,,,,,,,,
192387,1233,78,Ciro,Immobile,,2/20/1990 12:00:00 AM,185,3,4,1,Serie A Enilive,85,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p192387.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/192387.png?width=265,18,Center Attacking Midfielder,CAM,,,,trait1_1,Finesse Shot,Faster finesse shots with more curve and accuracy,https://drop-assets.ea.com/images/468u1R1p2k1fA6WBHi0OEn/fb9d49ed2a8fb500cd5a184937b96b34/Finesse_Shot.png,playStyle,Play Style,trait1_4,Power Shot,Faster power shots with increased speed,https://drop-assets.ea.com/images/3ohVoKWSsvT44qgjabWqfV/e536ef26ad854c3c4cbf63ed7954b9cd/Power_Shot.png,playStyle,Play Style,trait1_16777216,Press Proven,"Close control at jog speed, shields ball more effectively",https://drop-assets.ea.com/images/5rUHwyLJRnvGV53Ba4Pj6M/9a3238695ae8103667ba02af391ac209/Press_Proven.png,playStyle,Play Style,,,,,,,0,Men's Football,27,Italy,https://drop-assets.ea.com/images/2WtjWPqYzT7xcMCbvajGZH/d06e9ec4734a0d43d88f65386cc3a484/f_27.png,189,Bologna,https://drop-assets.ea.com/images/46WRpnCKdCAJlQHuRwlxXF/a7ac6606d8a808d382d4dd5c484eb60e/l189.png,false,25,ST,Striker,attack,Attack,68,0,68,0,81,0,67,0,72,0,73,0,75,0,77,0,76,0,55,0,70,0,39,0,34,0,76,0,76,0,79,0,58,0,6,0,8,0,15,0,12,0,6,0,77,0,40,0,57,0,74,0,68,0,66,0,88,0,71,0,85,0,77,0,79,0,75,0,82,0,32,0,68,0,33,0,71,0,76,0,,,,,,,,,,,,,,,,,
241522,1234,78,Jonas,Wind,,2/7/1999 12:00:00 AM,190,4,3,1,Bundesliga,82,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p241522.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/241522.png?width=265,18,Center Attacking Midfielder,CAM,,,,trait1_128,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,https://drop-assets.ea.com/images/2v8I0GQrtREaEJzJcyStKe/e46d719e4e5ed88ac5a1f671c7448f4a/Gamechanger.png,playStyle,Play Style,trait1_256,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",https://drop-assets.ea.com/images/2K5BYfVYRnrdjt8F3hwI04/62f147b6a436c107bfa3d042c1d5728d/Incisive_Pass.png,playStyle,Play Style,trait1_16777216,Press Proven,"Close control at jog speed, shields ball more effectively",https://drop-assets.ea.com/images/5rUHwyLJRnvGV53Ba4Pj6M/9a3238695ae8103667ba02af391ac209/Press_Proven.png,playStyle,Play Style,,,,,,,0,Men's Football,13,Denmark,https://drop-assets.ea.com/images/6ueYG8kGNCY97fHWQ6LIZ7/9ad4b50beeb1d0d2a5d2bb5a8891336f/f_13.png,175,VfL Wolfsburg,https://drop-assets.ea.com/images/4mw5u30yjPmzh9OVqKB0YV/ad59c24a84c9afb0a877046fadeb9c9e/l175.png,false,25,ST,Striker,attack,Attack,66,0,71,0,87,0,73,0,82,0,67,0,69,0,81,0,77,0,58,0,73,0,37,0,35,0,77,0,77,0,82,0,65,0,7,0,10,0,10,0,11,0,9,0,81,0,35,0,70,0,73,0,57,0,72,0,73,0,77,0,81,0,81,0,79,0,79,0,82,0,22,0,50,0,29,0,78,0,76,0,,,,,,,,,,,,,,,,,
197948,1236,78,Florian,Lejeune,,5/20/1991 12:00:00 AM,190,2,3,1,LALIGA EA SPORTS,81,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p197948.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/197948.png?width=265,,,,,,,trait1_8,Dead Ball,"Faster, accurate set pieces with longer trajectory preview",https://drop-assets.ea.com/images/1razu2wcM3XA82VvB7NyUm/eec6b07080e49d6bf2d7a7951a22375f/Dead_Ball.png,playStyle,Play Style,trait1_16,Precision Header,Performs headers with increased accuracy and power.,https://drop-assets.ea.com/images/3ync8fbblS4zLzF3p1VXmT/7752a5103c2ebd8be5cf1819379c66f4/Precision_Header.png,playStyle,Play Style,trait1_1024,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",https://drop-assets.ea.com/images/7jwRDD4zkOsqRpc821t73d/16d46d57a5dfc7dd5dd5f8de0fd26a99/Long_Ball_Pass.png,playStyle,Play Style,trait1_65536,Intercept,Increased reach and possession retention in interceptions,https://drop-assets.ea.com/images/5ysv7Iw8jDHl7sp1JXqIa7/d34004fed8c95bde083dcf8257391a70/Intercept.png,playStyle,Play Style,0,Men's Football,18,France,https://drop-assets.ea.com/images/3ECAQzhfgSLWRf9IIHB6G8/7e235a7b2f93c1f73db7f89dc03b3657/f_18.png,480,Rayo Vallecano,https://drop-assets.ea.com/images/3SSzCmmavBBvrdJVySdnrm/f51360f07320e2dba9520037d3789543/l480.png,false,5,CB,Center Back,defense,Defense,50,0,52,0,80,0,66,0,83,0,80,0,52,0,73,0,76,0,51,0,57,0,78,0,78,0,65,0,62,0,52,0,75,0,11,0,15,0,15,0,12,0,7,0,76,0,80,0,76,0,72,0,49,0,67,0,43,0,78,0,50,0,77,0,61,0,78,0,83,0,77,0,48,0,78,0,55,0,42,0,,,,,trait1_524288,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,https://drop-assets.ea.com/images/3rsDbUXd3MZX39YTsk6lKe/404db89f2237eeb7466668a730c52a4b/Aerial_Fortress.png,playStyle,Play Style,,,,,,,
253002,1238,78,Giacomo,Raspadori,,2/18/2000 12:00:00 AM,172,4,5,1,LALIGA EA SPORTS,69,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p253002.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/253002.png?width=265,18,Center Attacking Midfielder,CAM,27,Left Wing,LW,trait1_128,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,https://drop-assets.ea.com/images/2v8I0GQrtREaEJzJcyStKe/e46d719e4e5ed88ac5a1f671c7448f4a/Gamechanger.png,playStyle,Play Style,trait1_1048576,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",https://drop-assets.ea.com/images/5Esx7NK4YBU44O4bo07rvb/69ca9417da7fd07905f6c6956ad93f6d/Technical.png,playStyle,Play Style,,,,,,,,,,,,,0,Men's Football,27,Italy,https://drop-assets.ea.com/images/2WtjWPqYzT7xcMCbvajGZH/d06e9ec4734a0d43d88f65386cc3a484/f_27.png,240,Atlético de Madrid,https://drop-assets.ea.com/images/vYcueolPvaGx8blMqhPZ5/5dc3479fc8b85d475fd980c53fc2056f/l240.png,false,25,ST,Striker,attack,Attack,83,0,80,0,75,0,60,0,55,0,59,0,83,0,84,0,80,0,56,0,69,0,28,0,24,0,84,0,85,0,79,0,60,0,13,0,14,0,7,0,7,0,9,0,69,0,26,0,66,0,78,0,78,0,71,0,76,0,58,0,81,0,79,0,78,0,80,0,76,0,21,0,74,0,23,0,76,0,79,0,,,,,,,,,,,,,,,,,
