id,rank,overallRating,firstName,lastName,commonName,birthdate,height,skillMoves,weakFootAbility,preferredFoot,leagueName,weight,avatarUrl,shieldUrl,alternatePositions/0/id,alternatePositions/0/label,alternatePositions/0/shortLabel,playerAbilities/0/id,playerAbilities/0/label,playerAbilities/0/description,playerAbilities/0/imageUrl,playerAbilities/0/type/id,playerAbilities/0/type/label,playerAbilities/1/id,playerAbilities/1/label,playerAbilities/1/description,playerAbilities/1/imageUrl,playerAbilities/1/type/id,playerAbilities/1/type/label,gender/id,gender/label,nationality/id,nationality/label,nationality/imageUrl,team/id,team/label,team/imageUrl,team/isPopular,position/id,position/shortLabel,position/label,position/positionType/id,position/positionType/name,stats/acceleration/value,stats/acceleration/diff,stats/agility/value,stats/agility/diff,stats/jumping/value,stats/jumping/diff,stats/stamina/value,stats/stamina/diff,stats/strength/value,stats/strength/diff,stats/aggression/value,stats/aggression/diff,stats/balance/value,stats/balance/diff,stats/ballControl/value,stats/ballControl/diff,stats/composure/value,stats/composure/diff,stats/crossing/value,stats/crossing/diff,stats/curve/value,stats/curve/diff,stats/def/value,stats/def/diff,stats/defensiveAwareness/value,stats/defensiveAwareness/diff,stats/dri/value,stats/dri/diff,stats/dribbling/value,stats/dribbling/diff,stats/finishing/value,stats/finishing/diff,stats/freeKickAccuracy/value,stats/freeKickAccuracy/diff,stats/gkDiving/value,stats/gkDiving/diff,stats/gkHandling/value,stats/gkHandling/diff,stats/gkKicking/value,stats/gkKicking/diff,stats/gkPositioning/value,stats/gkPositioning/diff,stats/gkReflexes/value,stats/gkReflexes/diff,stats/headingAccuracy/value,stats/headingAccuracy/diff,stats/interceptions/value,stats/interceptions/diff,stats/longPassing/value,stats/longPassing/diff,stats/longShots/value,stats/longShots/diff,stats/pac/value,stats/pac/diff,stats/pas/value,stats/pas/diff,stats/penalties/value,stats/penalties/diff,stats/phy/value,stats/phy/diff,stats/positioning/value,stats/positioning/diff,stats/reactions/value,stats/reactions/diff,stats/sho/value,stats/sho/diff,stats/shortPassing/value,stats/shortPassing/diff,stats/shotPower/value,stats/shotPower/diff,stats/slidingTackle/value,stats/slidingTackle/diff,stats/sprintSpeed/value,stats/sprintSpeed/diff,stats/standingTackle/value,stats/standingTackle/diff,stats/vision/value,stats/vision/diff,stats/volleys/value,stats/volleys/diff,alternatePositions/0,playerAbilities/2/id,playerAbilities/2/label,playerAbilities/2/description,playerAbilities/2/imageUrl,playerAbilities/2/type/id,playerAbilities/2/type/label,playerAbilities/3/id,playerAbilities/3/label,playerAbilities/3/description,playerAbilities/3/imageUrl,playerAbilities/3/type/id,playerAbilities/3/type/label,alternatePositions/1/id,alternatePositions/1/label,alternatePositions/1/shortLabel,playerAbilities/4/id,playerAbilities/4/label,playerAbilities/4/description,playerAbilities/4/imageUrl,playerAbilities/4/type/id,playerAbilities/4/type/label,playerAbilities/5/id,playerAbilities/5/label,playerAbilities/5/description,playerAbilities/5/imageUrl,playerAbilities/5/type/id,playerAbilities/5/type/label,playerAbilities/6/id,playerAbilities/6/label,playerAbilities/6/description,playerAbilities/6/imageUrl,playerAbilities/6/type/id,playerAbilities/6/type/label,alternatePositions/2/id,alternatePositions/2/label,alternatePositions/2/shortLabel
227796,210,84,Christian,Pulisic,,9/18/1998 0:00,178,4,5,1,Serie A Enilive,73,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p227796.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/227796.png?width=265,12,Right Midfielder,RM,trait1_8,Dead Ball,"Faster, accurate set pieces with longer trajectory preview",https://drop-assets.ea.com/images/1razu2wcM3XA82VvB7NyUm/eec6b07080e49d6bf2d7a7951a22375f/Dead_Ball.png,playStyle,Play Style,trait1_64,Low Driven Shot,"Enhances a player's ability to execute low driven shots with increased accuracy, faster ball travel, and quicker shot execution.",https://drop-assets.ea.com/images/1NfyWsEpQ7s9bhWWt92lbn/5b5dbeb0e55c2e9241cdc26c70ee2d2c/Low_Driven_Shot.png,playStyle,Play Style,0,Men's Football,95,United States,https://drop-assets.ea.com/images/7ZVadlJQIutRH5P85wr76/c2456a2d76146d19f98c2c3071136dcf/f_95.png,131681,Milano FC,https://drop-assets.ea.com/images/6D3s1RlLRER3UOunC4Lofv/ec87a4178160a87521b0b7c688e7638e/l131681.png,FALSE,23,RW,Right Wing,attack,Attack,90,0,88,0,70,0,76,0,57,0,70,0,81,0,86,0,83,0,80,0,84,0,46,0,50,0,86,0,86,0,85,0,75,0,8,0,12,0,13,0,16,0,14,0,50,0,40,0,75,0,80,0,88,0,80,0,80,0,65,0,84,0,85,0,82,0,81,0,81,0,50,0,86,0,42,0,80,0,76,0,,trait1_256,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",https://drop-assets.ea.com/images/2K5BYfVYRnrdjt8F3hwI04/62f147b6a436c107bfa3d042c1d5728d/Incisive_Pass.png,playStyle,Play Style,trait1_33554432,Quick Step,Faster acceleration during Explosive Sprint,https://drop-assets.ea.com/images/1xG25Zp3wvkLA5YewKiZah/f27f5fabd1e899fc0bbb817d2db233b1/Quick_Step.png,playStyle,Play Style,18,Center Attacking Midfielder,CAM,,,,,,,,,,,,,,,,,,,,,
234577,211,84,Diogo,Meireles Costa,Diogo Costa,9/19/1999 0:00,187,1,2,1,Liga Portugal,84,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p234577.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/234577.png?width=265,,,,trait1_1024,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",https://drop-assets.ea.com/images/7jwRDD4zkOsqRpc821t73d/16d46d57a5dfc7dd5dd5f8de0fd26a99/Long_Ball_Pass.png,playStyle,Play Style,trait2_1,Far Throw,Unique goalkeeper throw animations with longer throw distance,https://drop-assets.ea.com/images/3CjCz29sjIt1xMZTRDi4vQ/8ecb201b0ae7d6d536d03c847a768ffa/Far_Throw.png,playStyle,Play Style,0,Men's Football,38,Portugal,https://drop-assets.ea.com/images/3CxRD7XqY2NSlZ3628fY4S/abf38470644ee334e6a425b9272f7767/f_38.png,236,FC Porto,https://drop-assets.ea.com/images/3rIoG9U8fPPfaXZiGOGtvw/37c0c0ceefe454e9c299d4cc1852671f/l236.png,FALSE,0,GK,Goalkeeper,defense,Defense,33,0,42,0,61,0,28,0,63,0,23,0,35,0,30,0,44,0,13,0,10,0,35,0,19,0,86,0,18,0,6,0,10,0,83,0,78,0,82,0,83,0,86,0,11,0,18,0,55,0,9,0,83,0,82,0,14,0,83,0,18,0,83,0,78,0,50,0,62,0,11,0,39,0,13,0,67,0,8,0,,trait2_8,Rush Out,"Unique reflex saves, better close shot reads, faster rush",https://drop-assets.ea.com/images/4wwnzFkg1zLTAc4QSsXiWO/5fa897cf739a93bddf3556e2323f9b8b/1v1_Close_Down.png,playStyle,Play Style,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221697,213,84,Ollie,Watkins,,12/30/1995 0:00,180,3,4,1,Premier League,70,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p221697.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/221697.png?width=265,,,,trait1_2,Chip Shot,"Faster, more accurate chip shots",https://drop-assets.ea.com/images/6Gl08kt7odn1fJNX74CS2P/984feac3cd8d99902f5cb5131d5fd26a/Chip_Shot.png,playStyle,Play Style,trait1_16,Precision Header,Performs headers with increased accuracy and power.,https://drop-assets.ea.com/images/3ync8fbblS4zLzF3p1VXmT/7752a5103c2ebd8be5cf1819379c66f4/Precision_Header.png,playStyle,Play Style,0,Men's Football,14,England,https://drop-assets.ea.com/images/6ZM1OFXGUFeV0ZaYVKj2z/ae88ef17f8cb179fbc1c463f7e1e4bd8/f_14.png,2,Aston Villa,https://drop-assets.ea.com/images/57c0ppYsEA88xL0gxqce8K/99605df97c6a96ea3b6e8a424c217af0/l2.png,FALSE,25,ST,Striker,attack,Attack,77,0,78,0,89,0,88,0,76,0,76,0,70,0,79,0,77,0,67,0,74,0,50,0,45,0,80,0,81,0,85,0,63,0,14,0,14,0,14,0,6,0,10,0,85,0,55,0,64,0,76,0,77,0,73,0,74,0,80,0,87,0,85,0,83,0,79,0,84,0,36,0,77,0,46,0,77,0,84,0,,trait1_64,Low Driven Shot,"Enhances a player's ability to execute low driven shots with increased accuracy, faster ball travel, and quicker shot execution.",https://drop-assets.ea.com/images/1NfyWsEpQ7s9bhWWt92lbn/5b5dbeb0e55c2e9241cdc26c70ee2d2c/Low_Driven_Shot.png,playStyle,Play Style,trait1_67108864,Relentless,"Increased half time fatigue recovery, longer teammate contain and press",https://drop-assets.ea.com/images/2vVuRxgvPNaAuFGqZZ9nDY/3e2505addd5a6b353becdeaf7173d187/Relentless.png,playStyle,Play Style,,,,,,,,,,,,,,,,,,,,,,,,
220697,214,84,James,Maddison,,11/23/1996 0:00,175,4,4,1,Premier League,73,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p220697.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/220697.png?width=265,18,Center Attacking Midfielder,CAM,trait1_1,Finesse Shot,Faster finesse shots with more curve and accuracy,https://drop-assets.ea.com/images/468u1R1p2k1fA6WBHi0OEn/fb9d49ed2a8fb500cd5a184937b96b34/Finesse_Shot.png,playStyle,Play Style,trait1_8,Dead Ball,"Faster, accurate set pieces with longer trajectory preview",https://drop-assets.ea.com/images/1razu2wcM3XA82VvB7NyUm/eec6b07080e49d6bf2d7a7951a22375f/Dead_Ball.png,playStyle,Play Style,0,Men's Football,14,England,https://drop-assets.ea.com/images/6ZM1OFXGUFeV0ZaYVKj2z/ae88ef17f8cb179fbc1c463f7e1e4bd8/f_14.png,18,Spurs,https://drop-assets.ea.com/images/7kUcyCh5xGrzQlcjP2Q9NH/11aba507486f44765ee5938b1b5b097e/l18.png,FALSE,14,CM,Center Midfielder,midfielder,Midfielder,70,0,82,0,56,0,78,0,56,0,70,0,82,0,87,0,87,0,84,0,86,0,58,0,61,0,85,0,86,0,80,0,87,0,11,0,14,0,14,0,12,0,14,0,35,0,58,0,86,0,82,0,67,0,86,0,77,0,64,0,83,0,80,0,81,0,86,0,83,0,45,0,65,0,68,0,87,0,77,0,,trait1_128,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,https://drop-assets.ea.com/images/2v8I0GQrtREaEJzJcyStKe/e46d719e4e5ed88ac5a1f671c7448f4a/Gamechanger.png,playStyle,Play Style,trait1_256,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",https://drop-assets.ea.com/images/2K5BYfVYRnrdjt8F3hwI04/62f147b6a436c107bfa3d042c1d5728d/Incisive_Pass.png,playStyle,Play Style,10,Center Defensive Midfielder,CDM,trait1_4096,Whipped Pass,"Accurate, faster crosses with more curve",https://drop-assets.ea.com/images/FfTP29PWrRWZjEaiCCVoa/a1b345e4ae7023ed78b1efd68d28f392/Whipped_Pass.png,playStyle,Play Style,trait1_8192,Inventive,Fancy and Trivela passes are performed with improved accuracy.,https://drop-assets.ea.com/images/4fpo31RdL5T0vrzNqcSc4x/f82209bfd51270dcc447d4313b3e61f1/Inventive.png,playStyle,Play Style,,,,,,,,,
252154,215,84,Marco,Carnesecchi,,7/1/2000 0:00,191,1,3,1,Serie A Enilive,83,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p252154.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/252154.png?width=250,,,,trait2_8,Rush Out,"Unique reflex saves, better close shot reads, faster rush",https://drop-assets.ea.com/images/4wwnzFkg1zLTAc4QSsXiWO/5fa897cf739a93bddf3556e2323f9b8b/1v1_Close_Down.png,playStyle,Play Style,,,,,,,0,Men's Football,27,Italy,https://drop-assets.ea.com/images/2WtjWPqYzT7xcMCbvajGZH/d06e9ec4734a0d43d88f65386cc3a484/f_27.png,115845,Bergamo Calcio,https://drop-assets.ea.com/images/19gWEcyonp2fvk02MNHZOA/83b82283fc62f7010b529a53a0724eee/l115845.png,FALSE,0,GK,Goalkeeper,defense,Defense,24,0,40,0,58,0,28,0,55,0,27,0,25,0,21,0,40,0,11,0,18,0,30,0,16,0,86,0,14,0,8,0,12,0,86,0,83,0,71,0,85,0,86,0,20,0,13,0,31,0,10,0,86,0,71,0,17,0,85,0,9,0,71,0,83,0,36,0,53,0,14,0,39,0,17,0,54,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256675,216,84,Omar,Marmoush,,2/7/1999 0:00,183,4,3,1,Premier League,81,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p256675.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/256675.png?width=265,18,Center Attacking Midfielder,CAM,trait1_1,Finesse Shot,Faster finesse shots with more curve and accuracy,https://drop-assets.ea.com/images/468u1R1p2k1fA6WBHi0OEn/fb9d49ed2a8fb500cd5a184937b96b34/Finesse_Shot.png,playStyle,Play Style,trait1_8,Dead Ball,"Faster, accurate set pieces with longer trajectory preview",https://drop-assets.ea.com/images/1razu2wcM3XA82VvB7NyUm/eec6b07080e49d6bf2d7a7951a22375f/Dead_Ball.png,playStyle,Play Style,0,Men's Football,111,Egypt,https://drop-assets.ea.com/images/3oaPJgnayo3Vq637niTdZs/2f31f32693e575ac1ae46a0651b1a8f7/f_111.png,10,Manchester City,https://drop-assets.ea.com/images/4asmNLic4aQn6cjlEg1t5u/88bea3ddd6c1f620bbf813041f248685/l10.png,FALSE,25,ST,Striker,attack,Attack,87,0,89,0,80,0,76,0,67,0,72,0,78,0,86,0,84,0,64,0,77,0,34,0,31,0,86,0,87,0,87,0,84,0,11,0,13,0,15,0,8,0,11,0,69,0,34,0,63,0,84,0,89,0,76,0,79,0,71,0,87,0,85,0,85,0,85,0,85,0,21,0,90,0,30,0,79,0,82,0,,trait1_1048576,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",https://drop-assets.ea.com/images/5Esx7NK4YBU44O4bo07rvb/69ca9417da7fd07905f6c6956ad93f6d/Technical.png,playStyle,Play Style,,,,,,,27,Left Wing,LW,,,,,,,,,,,,,,,,,,,,,
241721,217,84,Rafael,da Conceição Leão,Rafael Leão,6/10/1999 0:00,188,5,4,1,Serie A Enilive,81,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p241721.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/241721.png?width=265,16,Left Midfielder,LM,trait1_128,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,https://drop-assets.ea.com/images/2v8I0GQrtREaEJzJcyStKe/e46d719e4e5ed88ac5a1f671c7448f4a/Gamechanger.png,playStyle,Play Style,trait1_256,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",https://drop-assets.ea.com/images/2K5BYfVYRnrdjt8F3hwI04/62f147b6a436c107bfa3d042c1d5728d/Incisive_Pass.png,playStyle,Play Style,0,Men's Football,38,Portugal,https://drop-assets.ea.com/images/3CxRD7XqY2NSlZ3628fY4S/abf38470644ee334e6a425b9272f7767/f_38.png,131681,Milano FC,https://drop-assets.ea.com/images/6D3s1RlLRER3UOunC4Lofv/ec87a4178160a87521b0b7c688e7638e/l131681.png,FALSE,27,LW,Left Wing,attack,Attack,93,0,84,0,89,0,75,0,79,0,60,0,79,0,86,0,83,0,84,0,79,0,28,0,22,0,86,0,87,0,82,0,60,0,10,0,12,0,15,0,11,0,9,0,72,0,24,0,70,0,74,0,93,0,80,0,63,0,75,0,76,0,83,0,78,0,83,0,80,0,21,0,93,0,24,0,81,0,74,0,,trait1_2097152,Rapid,"Higher sprint speed while dribbling, reduced error on knock-ons",https://drop-assets.ea.com/images/1aGsvwKyIFlRG1eoJSS0Ot/a4d3d661ff962795a632fe86439d2146/Rapid.png,playStyle,Play Style,trait1_8388608,Trickster,Performs unique flick Skill Moves,https://drop-assets.ea.com/images/47Ygd5ri33RgjIYGiTAJpj/f0723e6f2f89a98fb6e8200c3659c6a9/Trickster.png,playStyle,Play Style,,,,trait1_33554432,Quick Step,Faster acceleration during Explosive Sprint,https://drop-assets.ea.com/images/1xG25Zp3wvkLA5YewKiZah/f27f5fabd1e899fc0bbb817d2db233b1/Quick_Step.png,playStyle,Play Style,,,,,,,,,,,,,,,
240130,218,84,Éder,Gabriel Militão,Éder Militão,1/18/1998 0:00,186,2,3,1,LALIGA EA SPORTS,79,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p240130.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/240130.png?width=265,,,,trait1_16,Precision Header,Performs headers with increased accuracy and power.,https://drop-assets.ea.com/images/3ync8fbblS4zLzF3p1VXmT/7752a5103c2ebd8be5cf1819379c66f4/Precision_Header.png,playStyle,Play Style,trait1_32768,Block,Increased reach and success in blocking,https://drop-assets.ea.com/images/2Rlftzr8lqUdI29suCQVWe/43c6c36e8bd5fa26b88478d4354611a2/Block.png,playStyle,Play Style,0,Men's Football,54,Brazil,https://drop-assets.ea.com/images/1zdNn1R9tRlfQ3lsbAOecD/a606f742789b6306363383a6e20dd003/f_54.png,243,Real Madrid,https://drop-assets.ea.com/images/Pk8nYrWuRt895RlhJx8jI/445d98b711f413a3a1e70c41b19b0f95/l243.png,TRUE,5,CB,Center Back,defense,Defense,80,0,66,0,91,0,85,0,79,0,83,0,62,0,72,0,76,0,69,0,60,0,85,0,84,0,71,0,70,0,48,0,40,0,11,0,8,0,15,0,12,0,15,0,86,0,84,0,76,0,42,0,82,0,69,0,60,0,82,0,64,0,83,0,50,0,78,0,62,0,84,0,83,0,85,0,59,0,34,0,,trait1_65536,Intercept,Increased reach and possession retention in interceptions,https://drop-assets.ea.com/images/5ysv7Iw8jDHl7sp1JXqIa7/d34004fed8c95bde083dcf8257391a70/Intercept.png,playStyle,Play Style,trait1_524288,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,https://drop-assets.ea.com/images/3rsDbUXd3MZX39YTsk6lKe/404db89f2237eeb7466668a730c52a4b/Aerial_Fortress.png,playStyle,Play Style,,,,,,,,,,,,,,,,,,,,,,,,
192505,219,84,Romelu,Lukaku,,5/13/1993 0:00,191,3,4,2,Serie A Enilive,94,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p192505.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/192505.png?width=265,,,,trait1_4,Power Shot,Faster power shots with increased speed,https://drop-assets.ea.com/images/3ohVoKWSsvT44qgjabWqfV/e536ef26ad854c3c4cbf63ed7954b9cd/Power_Shot.png,playStyle,Play Style,trait1_64,Low Driven Shot,"Enhances a player's ability to execute low driven shots with increased accuracy, faster ball travel, and quicker shot execution.",https://drop-assets.ea.com/images/1NfyWsEpQ7s9bhWWt92lbn/5b5dbeb0e55c2e9241cdc26c70ee2d2c/Low_Driven_Shot.png,playStyle,Play Style,0,Men's Football,7,Belgium,https://drop-assets.ea.com/images/7eZLPoDDyxSlQoqcS4NVA2/6fc085dc7e85ccd7519be7ff2df875ee/f_7.png,48,SSC Napoli,https://drop-assets.ea.com/images/2FIV26KpnSXl3Nv8Ar6jk3/d8461aa150da3d433fccc34bc80c978f/l48.png,FALSE,25,ST,Striker,attack,Attack,71,0,55,0,92,0,74,0,94,0,68,0,54,0,80,0,82,0,68,0,74,0,41,0,35,0,75,0,76,0,84,0,60,0,8,0,15,0,14,0,7,0,10,0,83,0,36,0,70,0,73,0,79,0,75,0,88,0,84,0,88,0,84,0,82,0,80,0,86,0,30,0,86,0,40,0,82,0,70,0,,trait1_256,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",https://drop-assets.ea.com/images/2K5BYfVYRnrdjt8F3hwI04/62f147b6a436c107bfa3d042c1d5728d/Incisive_Pass.png,playStyle,Play Style,trait1_16777216,Press Proven,"Close control at jog speed, shields ball more effectively",https://drop-assets.ea.com/images/5rUHwyLJRnvGV53Ba4Pj6M/9a3238695ae8103667ba02af391ac209/Press_Proven.png,playStyle,Play Style,,,,trait1_536870912,Enforcer,Performs dribble Shoulder Challenges and Shielding with increased effectiveness.,https://drop-assets.ea.com/images/2sNQz8b9dgV0hW8vl7oOvV/d7a503dbd4c73b232055b3ca06aa88eb/Enforcer.png,playStyle,Play Style,,,,,,,,,,,,,,,
197781,220,84,Francisco Román,Alarcón Suárez,Isco,4/21/1992 0:00,176,4,4,1,LALIGA EA SPORTS,79,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p197781.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/197781.png?width=265,16,Left Midfielder,LM,trait1_1,Finesse Shot,Faster finesse shots with more curve and accuracy,https://drop-assets.ea.com/images/468u1R1p2k1fA6WBHi0OEn/fb9d49ed2a8fb500cd5a184937b96b34/Finesse_Shot.png,playStyle,Play Style,trait1_8,Dead Ball,"Faster, accurate set pieces with longer trajectory preview",https://drop-assets.ea.com/images/1razu2wcM3XA82VvB7NyUm/eec6b07080e49d6bf2d7a7951a22375f/Dead_Ball.png,playStyle,Play Style,0,Men's Football,45,Spain,https://drop-assets.ea.com/images/Kv8okAYMsDbB3ZKbxrAXw/9d30c88d16a4c85002f35c6af412c6f7/f_45.png,449,Real Betis,https://drop-assets.ea.com/images/4rODtg2WvYGHhUGfPXxilW/e047163865b561a0ced87f9f593498c1/l449.png,FALSE,18,CAM,Center Attacking Midfielder,midfielder,Midfielder,67,0,84,0,63,0,67,0,55,0,63,0,84,0,86,0,87,0,84,0,85,0,59,0,58,0,85,0,86,0,80,0,76,0,10,0,8,0,12,0,15,0,6,0,55,0,61,0,83,0,79,0,66,0,85,0,78,0,60,0,85,0,80,0,79,0,86,0,78,0,51,0,65,0,62,0,88,0,71,0,,trait1_128,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,https://drop-assets.ea.com/images/2v8I0GQrtREaEJzJcyStKe/e46d719e4e5ed88ac5a1f671c7448f4a/Gamechanger.png,playStyle,Play Style,trait1_256,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",https://drop-assets.ea.com/images/2K5BYfVYRnrdjt8F3hwI04/62f147b6a436c107bfa3d042c1d5728d/Incisive_Pass.png,playStyle,Play Style,14,Center Midfielder,CM,trait1_8192,Inventive,Fancy and Trivela passes are performed with improved accuracy.,https://drop-assets.ea.com/images/4fpo31RdL5T0vrzNqcSc4x/f82209bfd51270dcc447d4313b3e61f1/Inventive.png,playStyle,Play Style,trait1_1048576,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",https://drop-assets.ea.com/images/5Esx7NK4YBU44O4bo07rvb/69ca9417da7fd07905f6c6956ad93f6d/Technical.png,playStyle,Play Style,,,,,,,,,
264652,221,84,Bradley,Barcola,,9/2/2002 0:00,188,4,4,1,Ligue 1 McDonald's,70,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p264652.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/264652.png?width=265,23,Right Wing,RW,trait1_1,Finesse Shot,Faster finesse shots with more curve and accuracy,https://drop-assets.ea.com/images/468u1R1p2k1fA6WBHi0OEn/fb9d49ed2a8fb500cd5a184937b96b34/Finesse_Shot.png,playStyle,Play Style,trait1_128,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,https://drop-assets.ea.com/images/2v8I0GQrtREaEJzJcyStKe/e46d719e4e5ed88ac5a1f671c7448f4a/Gamechanger.png,playStyle,Play Style,0,Men's Football,18,France,https://drop-assets.ea.com/images/3ECAQzhfgSLWRf9IIHB6G8/7e235a7b2f93c1f73db7f89dc03b3657/f_18.png,73,Paris SG,https://drop-assets.ea.com/images/2QwnhmHh5K7bjkfZAF7ZCi/7c53874542fb5c606ff810a4b1f6b88b/l73.png,TRUE,27,LW,Left Wing,attack,Attack,88,0,88,0,79,0,74,0,64,0,60,0,64,0,84,0,83,0,81,0,80,0,39,0,34,0,84,0,86,0,80,0,64,0,8,0,8,0,15,0,6,0,6,0,69,0,39,0,64,0,74,0,90,0,78,0,66,0,66,0,84,0,82,0,77,0,83,0,74,0,28,0,91,0,39,0,79,0,73,0,,trait1_2097152,Rapid,"Higher sprint speed while dribbling, reduced error on knock-ons",https://drop-assets.ea.com/images/1aGsvwKyIFlRG1eoJSS0Ot/a4d3d661ff962795a632fe86439d2146/Rapid.png,playStyle,Play Style,,,,,,,16,Left Midfielder,LM,,,,,,,,,,,,,,,,,,,,,
241852,222,84,Moussa,Diaby,,7/7/1999 0:00,170,4,3,2,ROSHN Saudi League,67,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p241852.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/241852.png?width=265,23,Right Wing,RW,trait1_8192,Inventive,Fancy and Trivela passes are performed with improved accuracy.,https://drop-assets.ea.com/images/4fpo31RdL5T0vrzNqcSc4x/f82209bfd51270dcc447d4313b3e61f1/Inventive.png,playStyle,Play Style,trait1_2097152,Rapid,"Higher sprint speed while dribbling, reduced error on knock-ons",https://drop-assets.ea.com/images/1aGsvwKyIFlRG1eoJSS0Ot/a4d3d661ff962795a632fe86439d2146/Rapid.png,playStyle,Play Style,0,Men's Football,18,France,https://drop-assets.ea.com/images/3ECAQzhfgSLWRf9IIHB6G8/7e235a7b2f93c1f73db7f89dc03b3657/f_18.png,607,Al Ittihad,https://drop-assets.ea.com/images/21L35ZnVrrvEeFouMeqs8Q/b631b443b4d37e1712ed79f2487d850c/l607.png,FALSE,12,RM,Right Midfielder,midfielder,Midfielder,95,0,92,0,58,0,82,0,37,0,62,0,93,0,84,0,79,0,80,0,76,0,44,0,48,0,87,0,89,0,79,0,56,0,8,0,9,0,8,0,8,0,14,0,41,0,48,0,74,0,72,0,95,0,77,0,60,0,54,0,79,0,81,0,75,0,79,0,74,0,46,0,95,0,36,0,80,0,67,0,,trait1_4194304,First Touch,"Reduced trapping error, faster dribbling transition",https://drop-assets.ea.com/images/3f727XsoDVLbT49oMk0HBu/2787568be8ccb2d5daa2d18fabacad97/First_Touch.png,playStyle,Play Style,icontrait1_33554432,Quick Step+,Significantly faster acceleration during Explosive Sprint,https://drop-assets.ea.com/images/44zHnq7IqO4ItY3NPzXNEC/d7fc408baa76e8ba053cd69e0a1a51c4/Quick_Step_.png,playStylePlus,Play Style Plus,,,,,,,,,,,,,,,,,,,,,,,,
