id,rank,overallRating,firstName,lastName,commonName,birthdate,height,skillMoves,weakFootAbility,preferredFoot,leagueName,weight,avatarUrl,shieldUrl,alternatePositions/0/id,alternatePositions/0/label,alternatePositions/0/shortLabel,playerAbilities/0/id,playerAbilities/0/label,playerAbilities/0/description,playerAbilities/0/imageUrl,playerAbilities/0/type/id,playerAbilities/0/type/label,playerAbilities/1/id,playerAbilities/1/label,playerAbilities/1/description,playerAbilities/1/imageUrl,playerAbilities/1/type/id,playerAbilities/1/type/label,gender/id,gender/label,nationality/id,nationality/label,nationality/imageUrl,team/id,team/label,team/imageUrl,team/isPopular,position/id,position/shortLabel,position/label,position/positionType/id,position/positionType/name,stats/acceleration/value,stats/acceleration/diff,stats/agility/value,stats/agility/diff,stats/jumping/value,stats/jumping/diff,stats/stamina/value,stats/stamina/diff,stats/strength/value,stats/strength/diff,stats/aggression/value,stats/aggression/diff,stats/balance/value,stats/balance/diff,stats/ballControl/value,stats/ballControl/diff,stats/composure/value,stats/composure/diff,stats/crossing/value,stats/crossing/diff,stats/curve/value,stats/curve/diff,stats/def/value,stats/def/diff,stats/defensiveAwareness/value,stats/defensiveAwareness/diff,stats/dri/value,stats/dri/diff,stats/dribbling/value,stats/dribbling/diff,stats/finishing/value,stats/finishing/diff,stats/freeKickAccuracy/value,stats/freeKickAccuracy/diff,stats/gkDiving/value,stats/gkDiving/diff,stats/gkHandling/value,stats/gkHandling/diff,stats/gkKicking/value,stats/gkKicking/diff,stats/gkPositioning/value,stats/gkPositioning/diff,stats/gkReflexes/value,stats/gkReflexes/diff,stats/headingAccuracy/value,stats/headingAccuracy/diff,stats/interceptions/value,stats/interceptions/diff,stats/longPassing/value,stats/longPassing/diff,stats/longShots/value,stats/longShots/diff,stats/pac/value,stats/pac/diff,stats/pas/value,stats/pas/diff,stats/penalties/value,stats/penalties/diff,stats/phy/value,stats/phy/diff,stats/positioning/value,stats/positioning/diff,stats/reactions/value,stats/reactions/diff,stats/sho/value,stats/sho/diff,stats/shortPassing/value,stats/shortPassing/diff,stats/shotPower/value,stats/shotPower/diff,stats/slidingTackle/value,stats/slidingTackle/diff,stats/sprintSpeed/value,stats/sprintSpeed/diff,stats/standingTackle/value,stats/standingTackle/diff,stats/vision/value,stats/vision/diff,stats/volleys/value,stats/volleys/diff,playerAbilities/2/id,playerAbilities/2/label,playerAbilities/2/description,playerAbilities/2/imageUrl,playerAbilities/2/type/id,playerAbilities/2/type/label,playerAbilities/3/id,playerAbilities/3/label,playerAbilities/3/description,playerAbilities/3/imageUrl,playerAbilities/3/type/id,playerAbilities/3/type/label,alternatePositions/1/id,alternatePositions/1/label,alternatePositions/1/shortLabel,team,playerAbilities/4/id,playerAbilities/4/label,playerAbilities/4/description,playerAbilities/4/imageUrl,playerAbilities/4/type/id,playerAbilities/4/type/label,playerAbilities/5/id,playerAbilities/5/label,playerAbilities/5/description,playerAbilities/5/imageUrl,playerAbilities/5/type/id,playerAbilities/5/type/label,alternatePositions/0,alternatePositions/2/id,alternatePositions/2/label,alternatePositions/2/shortLabel,playerAbilities/6/id,playerAbilities/6/label,playerAbilities/6/description,playerAbilities/6/imageUrl,playerAbilities/6/type/id,playerAbilities/6/type/label
195864,793,79,Paul,Pogba,,3/15/1993 12:00:00 AM,191,5,4,1,Ligue 1 McDonald's,84,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p195864.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/195864.png?width=265,10,Center Defensive Midfielder,CDM,trait1_8,Dead Ball,"Faster, accurate set pieces with longer trajectory preview",https://drop-assets.ea.com/images/1razu2wcM3XA82VvB7NyUm/eec6b07080e49d6bf2d7a7951a22375f/Dead_Ball.png,playStyle,Play Style,trait1_1024,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",https://drop-assets.ea.com/images/7jwRDD4zkOsqRpc821t73d/16d46d57a5dfc7dd5dd5f8de0fd26a99/Long_Ball_Pass.png,playStyle,Play Style,0,Men's Football,18,France,https://drop-assets.ea.com/images/3ECAQzhfgSLWRf9IIHB6G8/7e235a7b2f93c1f73db7f89dc03b3657/f_18.png,69,AS Monaco,https://drop-assets.ea.com/images/6XicH1VsjyR3WbTdpk99p3/8b11b6c53072e6c9c042eb77f3c6a8f4/l69.png,false,14,CM,Center Midfielder,midfielder,Midfielder,60,0,68,0,82,0,56,0,88,0,77,0,65,0,86,0,82,0,72,0,84,0,60,0,52,0,83,0,87,0,68,0,79,0,5,0,6,0,2,0,4,0,3,0,73,0,60,0,86,0,81,0,64,0,81,0,77,0,78,0,73,0,71,0,76,0,84,0,88,0,61,0,68,0,63,0,83,0,81,0,trait1_8192,Inventive,Fancy and Trivela passes are performed with improved accuracy.,https://drop-assets.ea.com/images/4fpo31RdL5T0vrzNqcSc4x/f82209bfd51270dcc447d4313b3e61f1/Inventive.png,playStyle,Play Style,trait1_1048576,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",https://drop-assets.ea.com/images/5Esx7NK4YBU44O4bo07rvb/69ca9417da7fd07905f6c6956ad93f6d/Technical.png,playStyle,Play Style,18,Center Attacking Midfielder,CAM,,,,,,,,,,,,,,,,,,,,,,,
241811,795,79,Sergio,Gómez Martín,Sergio Gómez,9/4/2000 12:00:00 AM,173,4,3,2,LALIGA EA SPORTS,71,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p241811.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/241811.png?width=265,14,Center Midfielder,CM,trait1_8,Dead Ball,"Faster, accurate set pieces with longer trajectory preview",https://drop-assets.ea.com/images/1razu2wcM3XA82VvB7NyUm/eec6b07080e49d6bf2d7a7951a22375f/Dead_Ball.png,playStyle,Play Style,trait1_8192,Inventive,Fancy and Trivela passes are performed with improved accuracy.,https://drop-assets.ea.com/images/4fpo31RdL5T0vrzNqcSc4x/f82209bfd51270dcc447d4313b3e61f1/Inventive.png,playStyle,Play Style,0,Men's Football,45,Spain,https://drop-assets.ea.com/images/Kv8okAYMsDbB3ZKbxrAXw/9d30c88d16a4c85002f35c6af412c6f7/f_45.png,457,Real Sociedad,https://drop-assets.ea.com/images/2ohvULVVtNoXptjhNS2dLq/08d0f2d7ecfd9e0f43ce837a4e73d139/l457.png,false,16,LM,Left Midfielder,midfielder,Midfielder,76,0,82,0,64,0,78,0,58,0,68,0,83,0,79,0,76,0,81,0,78,0,71,0,72,0,79,0,79,0,73,0,76,0,11,0,7,0,9,0,11,0,10,0,47,0,75,0,76,0,75,0,73,0,80,0,78,0,65,0,75,0,75,0,74,0,81,0,77,0,72,0,70,0,74,0,80,0,69,0,,,,,,,,,,,,,7,Left Back,LB,,,,,,,,,,,,,,,,,,,,,,,
257980,796,79,Dan,Ndoye,,10/25/2000 12:00:00 AM,184,3,3,1,Premier League,79,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p257980.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/257980.png?width=265,12,Right Midfielder,RM,trait1_128,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,https://drop-assets.ea.com/images/2v8I0GQrtREaEJzJcyStKe/e46d719e4e5ed88ac5a1f671c7448f4a/Gamechanger.png,playStyle,Play Style,trait1_256,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",https://drop-assets.ea.com/images/2K5BYfVYRnrdjt8F3hwI04/62f147b6a436c107bfa3d042c1d5728d/Incisive_Pass.png,playStyle,Play Style,0,Men's Football,47,Switzerland,https://drop-assets.ea.com/images/4CseD8PxDZqObA1huFIws0/f30914625e329de69ffdd60f3c334a88/f_47.png,14,Nott'm Forest,https://drop-assets.ea.com/images/60CgBQCMt7Dtcjip9xUxg8/5fa49387c380bf4772138b215ef4fd85/l14.png,false,16,LM,Left Midfielder,midfielder,Midfielder,86,0,84,0,73,0,81,0,65,0,59,0,74,0,81,0,74,0,76,0,74,0,62,0,59,0,81,0,83,0,74,0,57,0,10,0,14,0,10,0,15,0,12,0,53,0,62,0,63,0,68,0,89,0,70,0,60,0,68,0,76,0,75,0,72,0,71,0,75,0,65,0,92,0,67,0,70,0,67,0,trait1_2097152,Rapid,"Higher sprint speed while dribbling, reduced error on knock-ons",https://drop-assets.ea.com/images/1aGsvwKyIFlRG1eoJSS0Ot/a4d3d661ff962795a632fe86439d2146/Rapid.png,playStyle,Play Style,trait1_33554432,Quick Step,Faster acceleration during Explosive Sprint,https://drop-assets.ea.com/images/1xG25Zp3wvkLA5YewKiZah/f27f5fabd1e899fc0bbb817d2db233b1/Quick_Step.png,playStyle,Play Style,27,Left Wing,LW,,,,,,,,,,,,,,,,,,,,,,,
259868,798,79,Pape Matar,Sarr,,9/14/2002 12:00:00 AM,184,2,3,1,Premier League,70,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p259868.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/259868.png?width=250,10,Center Defensive Midfielder,CDM,,,,,,,,,,,,,0,Men's Football,136,Senegal,https://drop-assets.ea.com/images/5YFW1KnsSwDBZwtoXH9mTj/690bf685246b53efaf24d6f2de696eb3/f_136.png,18,Spurs,https://drop-assets.ea.com/images/7kUcyCh5xGrzQlcjP2Q9NH/11aba507486f44765ee5938b1b5b097e/l18.png,false,14,CM,Center Midfielder,midfielder,Midfielder,71,0,75,0,76,0,85,0,71,0,76,0,72,0,79,0,79,0,72,0,67,0,77,0,77,0,78,0,79,0,65,0,60,0,14,0,8,0,14,0,8,0,8,0,66,0,80,0,79,0,67,0,68,0,76,0,54,0,76,0,73,0,82,0,66,0,81,0,69,0,74,0,66,0,79,0,77,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255001,800,79,Nicolò,Rovella,,12/4/2001 12:00:00 AM,179,3,4,1,Serie A Enilive,70,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p255001.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/255001.png?width=265,14,Center Midfielder,CM,trait1_256,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",https://drop-assets.ea.com/images/2K5BYfVYRnrdjt8F3hwI04/62f147b6a436c107bfa3d042c1d5728d/Incisive_Pass.png,playStyle,Play Style,trait1_8192,Inventive,Fancy and Trivela passes are performed with improved accuracy.,https://drop-assets.ea.com/images/4fpo31RdL5T0vrzNqcSc4x/f82209bfd51270dcc447d4313b3e61f1/Inventive.png,playStyle,Play Style,0,Men's Football,27,Italy,https://drop-assets.ea.com/images/2WtjWPqYzT7xcMCbvajGZH/d06e9ec4734a0d43d88f65386cc3a484/f_27.png,115841,Latium,https://drop-assets.ea.com/images/APtVhL3q3cFDG9pkum0Q4/cbfe542e327cc69c0890b8b5a189fad7/l115841.png,false,10,CDM,Center Defensive Midfielder,midfielder,Midfielder,75,0,79,0,72,0,85,0,62,0,78,0,77,0,80,0,74,0,67,0,74,0,75,0,76,0,78,0,78,0,52,0,71,0,9,0,12,0,11,0,9,0,10,0,62,0,78,0,80,0,76,0,76,0,77,0,60,0,71,0,68,0,77,0,63,0,82,0,72,0,76,0,77,0,77,0,79,0,68,0,trait1_65536,Intercept,Increased reach and possession retention in interceptions,https://drop-assets.ea.com/images/5ysv7Iw8jDHl7sp1JXqIa7/d34004fed8c95bde083dcf8257391a70/Intercept.png,playStyle,Play Style,trait1_131072,Anticipate,"Improved standing tackle success, possibility of stopping ball at feet",https://drop-assets.ea.com/images/4xPnUcL7thizFB7qmhlwUR/1ade7a0f77d5e875c2db869964540a35/Anticipate.png,playStyle,Play Style,,,,,trait1_67108864,Relentless,"Increased half time fatigue recovery, longer teammate contain and press",https://drop-assets.ea.com/images/2vVuRxgvPNaAuFGqZZ9nDY/3e2505addd5a6b353becdeaf7173d187/Relentless.png,playStyle,Play Style,,,,,,,,,,,,,,,,
257057,801,79,Amadou,Onana,,8/16/2001 12:00:00 AM,192,3,4,1,Premier League,76,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p257057.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/257057.png?width=265,14,Center Midfielder,CM,trait1_16,Precision Header,Performs headers with increased accuracy and power.,https://drop-assets.ea.com/images/3ync8fbblS4zLzF3p1VXmT/7752a5103c2ebd8be5cf1819379c66f4/Precision_Header.png,playStyle,Play Style,trait1_262144,Slide Tackle,Stops ball at feet during slide tackles,https://drop-assets.ea.com/images/7mI1lrxE0pv9iJfQFki9OA/8c1ecac325f923e049be72231c8c968a/Slide_Tackle.png,playStyle,Play Style,0,Men's Football,7,Belgium,https://drop-assets.ea.com/images/7eZLPoDDyxSlQoqcS4NVA2/6fc085dc7e85ccd7519be7ff2df875ee/f_7.png,2,Aston Villa,https://drop-assets.ea.com/images/57c0ppYsEA88xL0gxqce8K/99605df97c6a96ea3b6e8a424c217af0/l2.png,false,10,CDM,Center Defensive Midfielder,midfielder,Midfielder,64,0,49,0,85,0,76,0,83,0,83,0,52,0,78,0,74,0,58,0,72,0,78,0,78,0,73,0,76,0,57,0,42,0,7,0,12,0,12,0,9,0,10,0,78,0,76,0,77,0,67,0,74,0,72,0,39,0,81,0,67,0,75,0,62,0,80,0,75,0,79,0,82,0,80,0,76,0,51,0,trait1_524288,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,https://drop-assets.ea.com/images/3rsDbUXd3MZX39YTsk6lKe/404db89f2237eeb7466668a730c52a4b/Aerial_Fortress.png,playStyle,Play Style,trait1_16777216,Press Proven,"Close control at jog speed, shields ball more effectively",https://drop-assets.ea.com/images/5rUHwyLJRnvGV53Ba4Pj6M/9a3238695ae8103667ba02af391ac209/Press_Proven.png,playStyle,Play Style,,,,,trait1_536870912,Enforcer,Performs dribble Shoulder Challenges and Shielding with increased effectiveness.,https://drop-assets.ea.com/images/2sNQz8b9dgV0hW8vl7oOvV/d7a503dbd4c73b232055b3ca06aa88eb/Enforcer.png,playStyle,Play Style,,,,,,,,,,,,,,,,
199987,802,79,Jasper,Cillessen,,4/22/1989 12:00:00 AM,186,1,3,1,Eredivisie,85,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p199987.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/199987.png?width=250,,,,trait2_32,Deflector,"Unique deflection animations, powerful parries to safer areas",https://drop-assets.ea.com/images/6nb9RYWNVuvUaLZDskFao7/0ad930b0874e7c9454b31de942c0d3f1/Deflector.png,playStyle,Play Style,,,,,,,0,Men's Football,34,Holland,https://drop-assets.ea.com/images/7LmdSUm2Ge4fzqcz0NElvq/d272142c80713dcf0e5ec0a47232aeee/f_34.png,,,,,0,GK,Goalkeeper,defense,Defense,56,0,48,0,69,0,40,0,67,0,25,0,50,0,32,0,61,0,17,0,10,0,54,0,18,0,80,0,12,0,10,0,10,0,78,0,78,0,71,0,78,0,80,0,12,0,25,0,33,0,15,0,78,0,71,0,21,0,78,0,11,0,79,0,78,0,50,0,53,0,11,0,50,0,12,0,55,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219789,806,79,Hamari,Traoré,,1/27/1992 12:00:00 AM,175,3,3,1,Ligue 1 McDonald's,64,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p219789.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/219789.png?width=265,12,Right Midfielder,RM,trait1_2097152,Rapid,"Higher sprint speed while dribbling, reduced error on knock-ons",https://drop-assets.ea.com/images/1aGsvwKyIFlRG1eoJSS0Ot/a4d3d661ff962795a632fe86439d2146/Rapid.png,playStyle,Play Style,trait1_134217728,Long Throw,Powerful throw-ins for greater distance,https://drop-assets.ea.com/images/51OlohNQvoEwW0aLhknAHh/58fa7d903d10f6d8cfa2622f62ba6b6f/Long_Throw.png,playStyle,Play Style,0,Men's Football,126,Mali,https://drop-assets.ea.com/images/1S7vQpbRdNq76uQwGw08kj/10e04512a2ef37fa33678ee1bee5ad23/f_126.png,111817,Paris FC,https://drop-assets.ea.com/images/3q4gMefpvBrGdVOPMxk1dD/d310abcaf71d2a45ee4362b169469a93/l111817.png,false,3,RB,Right Back,defense,Defense,80,0,74,0,83,0,90,0,73,0,75,0,80,0,75,0,72,0,80,0,74,0,74,0,72,0,75,0,75,0,52,0,42,0,10,0,14,0,9,0,7,0,16,0,71,0,72,0,73,0,58,0,82,0,72,0,47,0,78,0,72,0,74,0,57,0,75,0,72,0,76,0,83,0,77,0,66,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221087,807,79,Pau,López Sabata,Pau López,12/13/1994 12:00:00 AM,189,1,3,2,LALIGA EA SPORTS,77,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p221087.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/221087.png?width=250,,,,trait2_1,Far Throw,Unique goalkeeper throw animations with longer throw distance,https://drop-assets.ea.com/images/3CjCz29sjIt1xMZTRDi4vQ/8ecb201b0ae7d6d536d03c847a768ffa/Far_Throw.png,playStyle,Play Style,trait2_32,Deflector,"Unique deflection animations, powerful parries to safer areas",https://drop-assets.ea.com/images/6nb9RYWNVuvUaLZDskFao7/0ad930b0874e7c9454b31de942c0d3f1/Deflector.png,playStyle,Play Style,0,Men's Football,45,Spain,https://drop-assets.ea.com/images/Kv8okAYMsDbB3ZKbxrAXw/9d30c88d16a4c85002f35c6af412c6f7/f_45.png,449,Real Betis,https://drop-assets.ea.com/images/4rODtg2WvYGHhUGfPXxilW/e047163865b561a0ced87f9f593498c1/l449.png,false,0,GK,Goalkeeper,defense,Defense,45,0,40,0,60,0,42,0,52,0,39,0,57,0,43,0,62,0,24,0,23,0,48,0,19,0,79,0,18,0,19,0,21,0,77,0,77,0,78,0,79,0,79,0,15,0,16,0,55,0,18,0,77,0,78,0,25,0,79,0,20,0,76,0,77,0,63,0,59,0,11,0,52,0,20,0,69,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227174,808,79,Matty,Cash,,8/7/1997 12:00:00 AM,185,3,3,1,Premier League,74,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p227174.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/227174.png?width=265,12,Right Midfielder,RM,trait1_134217728,Long Throw,Powerful throw-ins for greater distance,https://drop-assets.ea.com/images/51OlohNQvoEwW0aLhknAHh/58fa7d903d10f6d8cfa2622f62ba6b6f/Long_Throw.png,playStyle,Play Style,,,,,,,0,Men's Football,37,Poland,https://drop-assets.ea.com/images/2ldG0tWskgN4waD1fBmnk1/24cbe80f6af25d3ab745fd339b024988/f_37.png,2,Aston Villa,https://drop-assets.ea.com/images/57c0ppYsEA88xL0gxqce8K/99605df97c6a96ea3b6e8a424c217af0/l2.png,false,3,RB,Right Back,defense,Defense,74,0,73,0,67,0,86,0,68,0,84,0,67,0,76,0,72,0,77,0,70,0,75,0,77,0,75,0,75,0,66,0,48,0,15,0,16,0,13,0,13,0,8,0,49,0,76,0,71,0,64,0,75,0,71,0,44,0,76,0,71,0,79,0,66,0,74,0,77,0,80,0,75,0,80,0,66,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241509,810,79,Mauro Jaqueson,J. Ferreira Santos,Mauro Júnior,5/6/1999 12:00:00 AM,171,4,3,2,Eredivisie,62,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p241509.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/241509.png?width=265,14,Center Midfielder,CM,trait1_8192,Inventive,Fancy and Trivela passes are performed with improved accuracy.,https://drop-assets.ea.com/images/4fpo31RdL5T0vrzNqcSc4x/f82209bfd51270dcc447d4313b3e61f1/Inventive.png,playStyle,Play Style,,,,,,,0,Men's Football,54,Brazil,https://drop-assets.ea.com/images/1zdNn1R9tRlfQ3lsbAOecD/a606f742789b6306363383a6e20dd003/f_54.png,,,,,7,LB,Left Back,defense,Defense,82,0,90,0,54,0,85,0,38,0,81,0,83,0,81,0,78,0,76,0,76,0,73,0,75,0,81,0,79,0,63,0,73,0,7,0,14,0,6,0,13,0,8,0,58,0,77,0,74,0,69,0,83,0,76,0,68,0,59,0,73,0,79,0,66,0,77,0,68,0,73,0,83,0,74,0,76,0,65,0,,,,,,,,,,,,,3,Right Back,RB,,,,,,,,,,,,,,,16,Left Midfielder,LM,,,,,,
259480,811,79,Ismael,Saibari,,7/18/2001 12:00:00 AM,185,4,4,1,Eredivisie,81,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p259480.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/259480.png?width=265,14,Center Midfielder,CM,trait1_128,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,https://drop-assets.ea.com/images/2v8I0GQrtREaEJzJcyStKe/e46d719e4e5ed88ac5a1f671c7448f4a/Gamechanger.png,playStyle,Play Style,trait1_16777216,Press Proven,"Close control at jog speed, shields ball more effectively",https://drop-assets.ea.com/images/5rUHwyLJRnvGV53Ba4Pj6M/9a3238695ae8103667ba02af391ac209/Press_Proven.png,playStyle,Play Style,0,Men's Football,129,Morocco,https://drop-assets.ea.com/images/47SGeQ7STCrJZQSKOVJaHA/1aa24a57a60f85051e34a5ad8205771d/f_129.png,,,,,18,CAM,Center Attacking Midfielder,midfielder,Midfielder,81,0,77,0,81,0,79,0,83,0,65,0,80,0,84,0,74,0,71,0,75,0,51,0,50,0,82,0,83,0,75,0,59,0,8,0,12,0,11,0,10,0,15,0,57,0,51,0,71,0,74,0,78,0,74,0,57,0,78,0,78,0,80,0,75,0,78,0,79,0,44,0,76,0,53,0,78,0,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225663,813,79,Alexandr,Golovin,,5/30/1996 12:00:00 AM,178,4,4,1,Ligue 1 McDonald's,69,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p225663.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/225663.png?width=265,18,Center Attacking Midfielder,CAM,trait1_1,Finesse Shot,Faster finesse shots with more curve and accuracy,https://drop-assets.ea.com/images/468u1R1p2k1fA6WBHi0OEn/fb9d49ed2a8fb500cd5a184937b96b34/Finesse_Shot.png,playStyle,Play Style,trait1_256,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",https://drop-assets.ea.com/images/2K5BYfVYRnrdjt8F3hwI04/62f147b6a436c107bfa3d042c1d5728d/Incisive_Pass.png,playStyle,Play Style,0,Men's Football,40,Russia,https://drop-assets.ea.com/images/1iYEXly8k4I5lLGTeWXwqw/911c8ed4956cb7df9b8f05b166ec51b1/f_40.png,69,AS Monaco,https://drop-assets.ea.com/images/6XicH1VsjyR3WbTdpk99p3/8b11b6c53072e6c9c042eb77f3c6a8f4/l69.png,false,16,LM,Left Midfielder,midfielder,Midfielder,73,0,85,0,61,0,79,0,56,0,76,0,77,0,83,0,80,0,76,0,82,0,61,0,45,0,82,0,82,0,74,0,81,0,12,0,14,0,14,0,10,0,16,0,46,0,71,0,75,0,84,0,73,0,79,0,60,0,66,0,77,0,77,0,76,0,80,0,78,0,66,0,73,0,72,0,80,0,72,0,trait1_1048576,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",https://drop-assets.ea.com/images/5Esx7NK4YBU44O4bo07rvb/69ca9417da7fd07905f6c6956ad93f6d/Technical.png,playStyle,Play Style,trait1_4194304,First Touch,"Reduced trapping error, faster dribbling transition",https://drop-assets.ea.com/images/3f727XsoDVLbT49oMk0HBu/2787568be8ccb2d5daa2d18fabacad97/First_Touch.png,playStyle,Play Style,27,Left Wing,LW,,,,,,,,,,,,,,,,,,,,,,,
163587,816,79,Kasper,Schmeichel,,11/5/1986 12:00:00 AM,189,1,3,1,Scottish Prem,90,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p163587.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/163587.png?width=265,,,,trait1_1024,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",https://drop-assets.ea.com/images/7jwRDD4zkOsqRpc821t73d/16d46d57a5dfc7dd5dd5f8de0fd26a99/Long_Ball_Pass.png,playStyle,Play Style,trait2_2,Footwork,"Exclusive foot saves, better performance on low shots",https://drop-assets.ea.com/images/1s2muXoHUmP1T0vGYKXSl1/6d265b13804069371f16a58788703a33/Footwork.png,playStyle,Play Style,0,Men's Football,13,Denmark,https://drop-assets.ea.com/images/6ueYG8kGNCY97fHWQ6LIZ7/9ad4b50beeb1d0d2a5d2bb5a8891336f/f_13.png,78,Celtic,https://drop-assets.ea.com/images/16GwjVn0vBxAdBx5F4uW0q/6a96b7c86f98010e0b9cd943dc48d4ca/l78.png,false,0,GK,Goalkeeper,defense,Defense,38,0,57,0,67,0,31,0,72,0,45,0,47,0,40,0,65,0,18,0,13,0,42,0,14,0,79,0,12,0,12,0,15,0,78,0,77,0,81,0,79,0,79,0,16,0,20,0,66,0,14,0,78,0,81,0,26,0,79,0,13,0,79,0,77,0,59,0,61,0,13,0,47,0,14,0,61,0,15,0,trait2_32,Deflector,"Unique deflection animations, powerful parries to safer areas",https://drop-assets.ea.com/images/6nb9RYWNVuvUaLZDskFao7/0ad930b0874e7c9454b31de942c0d3f1/Deflector.png,playStyle,Play Style,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214979,817,79,Juan,Musso,,5/6/1994 12:00:00 AM,191,1,3,1,LALIGA EA SPORTS,93,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p214979.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/214979.png?width=250,,,,,,,,,,,,,,,,0,Men's Football,52,Argentina,https://drop-assets.ea.com/images/4xMXjEt7CFJ6JENYeG45Sk/836d733dc1642c5e4ab3338d91481436/f_52.png,240,Atlético de Madrid,https://drop-assets.ea.com/images/vYcueolPvaGx8blMqhPZ5/5dc3479fc8b85d475fd980c53fc2056f/l240.png,false,0,GK,Goalkeeper,defense,Defense,46,0,32,0,68,0,35,0,70,0,27,0,39,0,20,0,67,0,20,0,16,0,44,0,12,0,82,0,16,0,18,0,12,0,79,0,77,0,73,0,81,0,82,0,15,0,18,0,24,0,14,0,79,0,73,0,25,0,81,0,19,0,70,0,77,0,31,0,55,0,16,0,42,0,14,0,48,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
